source_gene_symbol	source_gene_symbol	target_gene_symbol	value
HOXA5	HOXA5	TUBB6	0.515440699317
TES	TES	TUBB6	-0.494140550445
CTSD	CTSD	TUBB6	-0.695537656984
CAPN1	CAPN1	TUBB6	-0.51879986258
FOSL1	FOSL1	TUBB6	0.394854372638
RGS2	RGS2	FOSL1	-0.288582662137
DNAJA3	DNAJA3	FOSL1	-0.413635149063
SERPINE1	SERPINE1	FOSL1	0.603275184181
ACLY	ACLY	FOSL1	0.526128946063
PCNA	PCNA	FOSL1	0.253693170974
ADO	ADO	FOSL1	0.277970760011
HSPB1	HSPB1	FOSL1	0.0405389930145
LAMA3	LAMA3	FOSL1	0.184524945604
SNAP25	SNAP25	FOSL1	-0.347978776196
OXA1L	OXA1L	FOSL1	0.472764056953
CDC20	CDC20	FOSL1	0.388212390732
TLR4	TLR4	FOSL1	-0.28991869298
MAP7	MAP7	FOSL1	0.0149253731343
GPATCH8	GPATCH8	FOSL1	0.241134481047
S100A4	S100A4	FOSL1	-0.24067641333
IFRD2	IFRD2	FOSL1	0.570141619269
DDIT4	DDIT4	FOSL1	0.242966751918
TSC22D3	TSC22D3	FOSL1	-0.577737908921
CREG1	CREG1	FOSL1	0.00813070198878
HOXA5	HOXA5	FOSL1	0.128602511738
TES	TES	FOSL1	-0.416383555369
CTSD	CTSD	FOSL1	-0.0704660839027
CAPN1	CAPN1	FOSL1	-0.0290491277627
TUBB6	TUBB6	FOSL1	0.394854372638
